,Unnamed: 0.1,Unnamed: 0,Reviews,Years,Reviews in English,Score sentiment,Language,Communication issue,time issue,staff issue,Time issue,Staff issue,Technical issue,Policy issue
294,294,294,"Xidmət səviyyəsi sıfırdanda aşağıdır. Bu bankdan aldığım karta pul yüklüyə bilmədim. Bu qədər terminal var şəhərdə, gərək mütləq durub bunların ayağına gedəsən. Nə isə getdim 28 mayda olan əsas binaya. Həftənin ilk iş günüdür istədiyim vəsaiti karta yüklüyə bilmədim. Naməlum müddətə gözləməyi tövsiyə etdilər. Mənim o qədər çox vaxtım yoxdur ki onu da sizə sərf edim. Mən kartı qatlayıb qızlara verdim.",1/1/2017,"The service level is below zero. I could not load money on the card I bought from this bank. There are so many terminals in the city, you should definitely stop and go to them. Anyway, I went to the main building on May 28. On the first working day of the week, I could not load the funds I wanted to the card. They advised to wait for an unknown period of time. I don't have much time to spend on you either. I folded the card and gave it to the girls.",0.021936804,az,False,True,False,True,False,False,False
295,295,295,"Xidmət çox zəifdir, 30 dəqiqədən çoxdur ki gözlədiyim halda xidmət almaq istədiyim sahə barəsində nə monitorda bir məlumat çıxdı nə də ki maraqlanan olmadı. daha öncə Şamaxinka filialında olmuşdum çox gözəl xidmət göstərmişdilər",1/1/2022,"The service is very poor, I have been waiting for more than 30 minutes, but there was no information on the monitor about the area I wanted to receive service from, nor was anyone interested. I have been to Shamakhinka branch before, they provided very good service",0.022014141,az,False,True,False,True,False,False,True
296,296,296,"And on Saturday it’s impossible to get through, the website says that the bank is working, but in real life all branches and the central office are closed!",1/1/2022,"And on Saturday it’s impossible to get through, the website says that the bank is working, but in real life all branches and the central office are closed!",0.022762299,en,True,False,False,True,False,False,False
297,297,297,Work slowly,1/1/2017,Work slowly,0.022963285,en,False,False,False,True,False,False,False
298,298,298,"They save on staff, there are no replacements. We have to wait.",1/1/2020,"They save on staff, there are no replacements. We have to wait.",0.023092866,en,False,True,True,True,False,False,False
299,299,299,Caspian plazanin yanindaki filialin xidmet seviyesi berbad,1/1/2017,The service level of the branch next to Caspian Plaza is terrible,0.023609579,az,False,False,False,False,False,False,False
300,300,300,"Çox məsuliyyətsiz, qanacaqsız və qabiliyyətsiz əməkdaşlarınız var. Обслуживание на нуле 👎🏻.Не советую этот банк ( Филиалы 28 май и 20 января)",1/1/2020,"You have very irresponsible, unsatisfied and incompetent employees. Zero service . I don't recommend this bank (Branch on May 28 and January 20)",0.023807704,ru,False,False,True,False,True,False,False
301,301,301,"Düz 37 dəqiqə xəttdə gözlətdikdən sonra telefon xəttini məşğula verdilər, balansımdan pul çıxmaqları az imiş kimi, şikayətimi demək üçün qəbullarına da düşə bilmədim.",1/1/2021,"After waiting on the phone for exactly 37 minutes, they hung up on me, as if they were taking money out of my balance, I couldn't even go to their reception to express my complaint.",0.024651051,az,True,True,False,True,True,False,False
302,302,302,"They wrote lies, they don't work on Saturdays, they mock the people",1/1/2023,"They wrote lies, they don't work on Saturdays, they mock the people",0.025126785,en,False,False,False,True,False,False,False
303,303,303,"Kaş ki, xidmətləri 0-dan aşağı qeyd etmək də mümkün olardı.",1/1/2021,I wish it was also possible to mark services below 0.,0.025636196,az,False,False,False,False,False,False,False
304,304,304,"hesaba olan mədaxil günlərlə gecikə bilər. Online müştəri xidmətləri, whatsapp, telegram, facebook, bir neçə gün sonra cavab verirlər yazılanlara. 
Banka yaxınlaşmışam EURO hesablı kartımı götürməyə, saat 2-ə qalmışdı növbə çekini çıxaranda, gözləyəndən sonra deyirlər, ki əgər kartın ödənişini euro ilə etməsəniz saat 2-dən sonra verə bilmərik. Daha öncə operatorları zəng etmişdi məlumat üçün, ki nə qədər ödəməliyəm, onda heç bir məlumat verilmədi bu barədə. Ondan əlavə də nəzərə almalısınız, ki çek 2-ə qədər çıxarılıb və bu halda müştəriyə və onun vaxtına hörmət əlaməti olaraq, mütləq olmalıdır, həmin müştəriyə mütləq, ki xidmət göstərilməlidir. 
Qeyd: hərbir halda vaxt məsələsində müştərinin çeki çıxardığı vaxt mütləq nəzərə alınmalıdır, hətda bankın iş saatı bitsə belə, əgər müştəri çeki bankın iş saatının bitməyindən daha öncə çıxarıbsa o halda həmin müştəriyə xidmət göstərilməlidir.
Siz işlədiyiniz kimi biz də işləyirik, və hər vaxtı gəlmək olmur banka. Nəzərə alın.
Alanda bu cür nüansları da nəzərə alın.",1/1/2021,"the income to the account may be delayed for days. Online customer services, whatsapp, telegram, facebook, respond to the messages after a few days.
I approached the bank to pick up my EURO account card, it was almost 2 o'clock when I took out the queue check, after waiting, they said that if you don't pay for the card in euros, we can't issue it after 2 o'clock. Operators had called earlier to find out how much I should pay, but no information was given about it. In addition, you should consider that the check is issued by 2, and in this case, as a sign of respect for the customer and his time, it is imperative that that customer be served.
Note: in any case, the time when the customer withdraws the check must be taken into account, even if the bank's working hours are over, if the customer has withdrawn the check before the end of the bank's working hours, then that customer must be served.
We work just like you do, and we can't come to the bank all the time. Pay attention, note, notice, please note.
Con...",0.025811493,az,True,True,False,True,True,True,False
305,305,305,İmkan olsaydı mənfi qiymət verərdim. Qaynar xəttin nəyə yaradığı naməlum qaldı.,1/1/2017,"If possible, I would give a negative rating. It was not clear what the hotline was for.",0.026043981,az,True,False,False,True,False,False,False
306,306,306,her şeyi bərbaddır . heç vaxt razı qalmayacam !,1/1/2021,everything is ruined. I will never be satisfied!,0.026693761,az,False,False,False,False,False,False,False
307,307,307,"Öz hesabımda olan və yenə öz pulum olan vəsaiti ürəyim istəyən təşkilata, səxsə göndərə bilərəm. Icaze almaq, gpndərilən təşkilatın, firma blankı olması, ingilis, azerbaycan dilində olmalıdı ki, bank bilsin nəyə görə ödəniş edirəm. Egər dövlətin qoyduğu tələbdirsə onda yaxşı. Amma egər bank olarak öz istəyinizlə belə qərar alıbsınızsa esaslandırılmalıdı ki, nəyə görə müştəriyə burokratik çətinliklər yaradırsız. Dünya Marsda həyat başlatmaq istədiyi dövrdə belə mənasız burokratik çətinliklər nəyə lazımdır?",1/1/2018,"I can send funds that are in my account and that are my own money to any organization or person that I want. To get a permit, the letterhead of the organization to which it is sent should be in English and Azerbaijani, so that the bank knows what I am paying for. If it is the requirement of the state, then it is good. But if you, as a bank, made such a decision of your own free will, it should be justified why you create bureaucratic difficulties for the client. What is the need for such pointless bureaucratic difficulties at the time when the world wants to start life on Mars?",0.02697891,az,False,False,False,False,False,False,False
308,308,308,Çox pis. Daimi müştəri olsam da bir daha bu bankdan istifadə etməyəcəm.,1/1/2019,"Very bad. Although I am a regular customer, I will not use this bank again.",0.027028769,az,False,False,False,False,False,False,False
309,309,309,"Görünüş yaxşıdır, xidmətdə əksikliklər var",1/1/2018,"Appearance is good, service is lacking",0.027884781,az,False,False,False,False,False,True,False
310,310,310,"A bank of a sick bitch. If it is tolerable for Azerbaijan, then for Internet shopping or use in Europe - it is a shame to even call this office a bank.",1/1/2021,"A bank of a sick bitch. If it is tolerable for Azerbaijan, then for Internet shopping or use in Europe - it is a shame to even call this office a bank.",0.029042572,en,True,False,False,False,False,False,False
311,311,311,Her halda bu bank qədər yüksək faizlə kredit verən digər bir bank yoxdur(28 faiz). Aldığım kreditə teyin olunan miqdardan artıq pul köçürdüyüm halda bunu kredit borcu kimi qəbul etmədiklərini əlave pul ödədikdə məlumat verməli olduğumu dedilər. Və əlavə olaraq günlük cərimə yazıldı. Başa düşə bilmirəm mən başqa hansı məqsədlə pulu hesaba qoymalıymışam??!!. Bir sözlə Heç bir şəkildə razı deyiləm bu bankdan. Kreditimi bağladım və birdə ƏSLA bu bankdan nəisə götürmərəm!!,1/1/2016,"In any case, there is no other bank that gives loans at such a high interest rate (28 percent). They told me that I should inform them when I pay the extra money that they don't accept it as a credit debt even though I transferred more than the amount specified for the loan I received. And in addition, a daily fine was written. I don't understand what other purpose I should have put the money in the account??!!. In short, I am not satisfied with this bank in any way. I closed my loan and I will NEVER take anything from this bank!!",0.029921532,az,False,True,False,True,False,True,True
312,312,312,Çıxarışda pulun hara çıxdığı yoxdur,1/1/2019,The statement from ATM does not show where the money came from,0.030188382,az,False,False,False,False,False,True,False
313,313,313,"Banklarda 10 dəqiqəlik işi 1 , 2 saat gozlətmədən problemi həll etsələr çox yaxşı olardı. Zəhmət olmasa gücünüz çatırsa bu problemi həll edin",1/1/2020,It would be great if they solved the problem in banks without waiting for 1 or 2 hours for a 10 minutes problem. Please fix this problem if you can,0.030268848,az,False,True,False,True,False,False,False
314,314,314,Call center berbad vəziyyətdədir. Çox kobud danışırlar müştəri ilə.,1/1/2021,The call-center is in a bad state. They talk very rudely with the customer.,0.030600429,az,True,False,False,False,False,False,False
315,315,315,"Yazılıb ki kredit kartı verilir, arayış və ya maaş kartından çıxarışla müraciət edirik. Zamin istəyirlər. Heç olmasa camaata yanlış məlumat verib vaxtını almayın!",1/1/2017,"It is written that a credit card is issued, we apply with a reference or an extract from a salary card. They want a surety. At least don't waste time giving wrong information to the public!",0.031277537,az,False,False,False,False,False,True,False
316,316,316,Worst service and bank. Better to avoid,1/1/2022,Worst service and bank. you had Better to avoid from this bank. Bad,0.032778859,en,False,False,False,False,False,False,False
317,317,317,"Mən belə bank görməmişəm.Banka nə facebook-dan, nə whatsapp-dan, nə zəngdən çatmaq olur. Telefonda 40 dəqiqə gözlədirlər. Sizin 1 operatorunuz var? Nəsə soruşmağa peşmansan, avtomatik mesaj adamı lap qıcıqlandandırır.",1/1/2022,"I have never seen such a bank. You can't reach the bank either through Facebook, WhatsApp, or by calling. They make you wait for 40 minutes on the phone. Do you have 1 operator? Onr regrets asking something, the automated message is really annoying.",0.032810152,az,True,True,False,True,True,True,False
318,318,318,"2 ilə yaxındır sizin kartdan istifadə edirəm, xarici ölkələrə də onunla səyahət etmişəm. Çox razı qaldım.",1/1/2021,"I have been using your card for almost 2 years, and I have traveled with it to foreign countries. I was very satisfied.",0.032929122,az,False,False,False,False,False,False,False
319,319,319,Awful and rude service.,1/1/2018,Awful and rude service.,0.033392847,en,False,False,False,False,False,False,False
320,320,320,EXTREMELY slow service. Normal loan processing takes an hour,1/1/2020,EXTREMELY slow service. Normal loan processing takes an hour,0.034217805,en,False,True,False,True,False,False,True
321,321,321,"bir Köpüklük bank deyil, heç kimə məsləhət görmürəm . xarici şirkətə ödəniş olunub, bankın işçisinin etdiyi səhvə görə cərimə ödəmişəm . ve bank işçisinə bunu deyirəm. səhvini boynuna alır amma deyir biz cəriməni ödəyə bilmərik. öz etdiklərinin arxasında dura bilməyən bir bank.",1/1/2022,"I do not recommend it to anyone. a payment was made to a foreign company, I paid a fine for a mistake made by a bank employee. and I say this to the bank employee. admits his mistake but says we cannot pay the fine. a bank that cannot stand behind its actions.",0.03431195,az,False,True,True,True,True,False,False
322,322,322,45 dəqiqədir oturmuşam hələ də nömrəm çıxmayıb... yamanda güclü xidmətiniz var,1/1/2017,I've been sitting for 45 minutes and my number still hasn't come out... you have a really strong service,0.03527689,az,True,False,False,False,False,False,False
323,323,323,The customer service of this branch is zero. Very bad,1/1/2023,The customer service of this branch is zero. Very bad,0.035750687,en,False,False,False,False,False,False,False
324,324,324,Gördüyüm ən pis müştəri xidməti və servis sizin bankdadır.,1/1/2019,The worst customer service and service I have ever seen is at your bank.,0.035770506,az,False,False,False,False,False,False,False
325,325,325,Açılmır program. atır programdan. bele şey olar? bezdirmisiz camaatı,1/1/2023,The program does not open. from the program. can such a thing happen? don't bother the people,0.03594768,az,False,False,False,False,False,True,False
326,326,326,"Əsəbləşmək istəməyən, bərbad sistem görmək istəməyən başqa banka getsin. İşinə can yandirma görmək istəyən, peşəkar bank sistemi istəyən, gülərüz personal istəyən bu BANKa gəlsin.",1/1/2019,"Those who don't want to be upset, who don't want to see a broken system, should go to another bank. Those who want to be passionate about their work, who want a professional banking system, and who want friendly staff should come to this BANK.",0.039112926,az,False,False,True,False,True,True,False
327,327,327,"Yasamal şöbəsini vosmoy bazarına çeviriblər. Xəzinədar özünü şöbə müdiri kimi aparır, xanım işçilərə""sənə demirəm müştəri qəbul etmə, vaxt qurtarıb evə getməliyəm mən"" deyə qışqırır, namaz qılmağa gedən kim, çay-çörək fasiləsini çıxan kim, müştəriylə yüksək tonda danışıb ""ay arvad sən çox bilirsən, çıx çölə "" deyən kim və s. Bir şeyi siz başda olmaqla bütün xidmət orqanları dərk etmeldirler ki, siz bu xalq sayesinde varsınız, pul qazanırsınız, inkişaf edirsiniz. 2 saata sıra al, növbə gözlə və sonda xəzinədar hamı çıxsın çölə vaxt qurtardı evə gedirik desin. Bir az can yandırın, öz xalqınızdı bu insanlar. Hüquqlarını müdafiə edə bilmir deyə siz özbaşınalıq və kobud rəftar edə bilməzsiniz heç kimlə.",1/1/2020,"They turned the Yasamal branch into a vosmoy market. The treasurer behaves like a department manager, he shouts to the female employees, ""I'm not telling you not to accept customers, I have to finish my time and go home"", who goes to pray, who goes out for a tea-bread break, speaks to the customer in a high tone and says, ""Hey woman, you know a lot, go out."" "" who said, etc. All the service agencies, including you, should understand that you exist, earn money and develop thanks to these people. Get in line for 2 hours, wait in line, and at the end, the treasurer will tell everyone to go out, time is up, and we're going home. These people were your people. You cannot treat anyone arbitrarily and rudely because they cannot defend their rights.",0.040178657,az,True,True,True,True,True,False,False
328,328,328,"Nizami filialında xırda bir iş üçün 1 saatdan çoxdur gözləyirik. İnsanların zamanını oğurlayırsız, biyabırçılıqdır.",1/1/2022,"We are waiting for more than 1 hour for a small business at the Nizami branch. You steal people's time, it's a shame.",0.040632367,az,False,True,False,True,False,False,False
329,329,329,Pis gündə. Heç bir sistemləri işləmir.,1/1/2022,On a bad day. No systems work.,0.040818036,az,False,False,True,False,True,True,False
330,330,330,Not a good bank,1/1/2019,Not a good bank,0.041807264,en,False,False,False,False,False,False,False
331,331,331,"I do not recommend this bank, very high interest, complete crap and useless employees, a ""flock of sheep"" ..!!!",1/1/2019,"I do not recommend this bank, very high interest, complete crap and useless employees, a ""flock of sheep"" ..!!!",0.042339772,en,False,False,True,False,True,False,True
332,332,332,Narazı olduğumu xatırlamıram...,1/1/2017,I don't remember being unhappy...,0.042992562,az,False,False,False,False,False,True,False
333,333,333,"Sizin bank vasitəsilə pul göndərilib sabahı gün dərhal imtina ərizəsi yazılıb, lakin məlum olur ki, departamentə ərizə yazıldığı gün deyil, sabahısı gün xəbər verilib. Bu qədər məsuliyyətsiz bank mən hələ görməmişim!!! Hələ azneft filialının müdiri utanmadan qızarmadan deyir ki, elə danışırsız ki, mən də dedim görəsən nə olub. Sözə bax ""dedim görəsən nə olub"". 1 aydan çox keçib, guya ki, bunlara hələ də heç bir xəbər verilməyib. Bir zəng edib maraqlanır sız ki, xəbəriniz olsun? Pul da geri qayıtmayıb təbii ki. Mən sizə hər yerdə yaxşı antireklam edim, siz də görün. 1 ulduz da sizin üçün çoxdur.",1/1/2018,"The money was sent through your bank and a refusal application was written immediately the next day, but it turns out that the department was notified the next day, not the day the application was written. I have never seen such an irresponsible bank!!! Even the head of the Azneft branch shamelessly says without blushing that you are talking as if I said, I wonder what happened. Look at the word ""I said, I wonder what happened"". It's been more than 1 month, apparently they still haven't heard from them. Are you interested in making a call to find out? Of course, the money did not return. I will give you good anti-advertising everywhere, you see. 1 star is too much for you.",0.043031514,az,True,False,False,False,False,True,True
334,334,334,"More than an hour in line, 17 people, 2 workers, service is terrible!",1/1/2023,"More than an hour in line, 17 people, 2 workers, service is terrible!",0.043122113,en,True,False,True,True,True,False,False
335,335,335,В вашем банке не работает cash by code!!! Эта функция создана для удобства . Мало того что я 3 раза приходила в ваш банк ятобы снять деньгии никто мне толком не смог помочь так еще и час просидела в очереди так и не дождавшись. Идиотизм какойто,1/1/2021,"Cash by code does not work in your bank!!! This feature was created for convenience . Not only did I come to your bank 3 times to withdraw money, and no one really could help me, but I also sat in line for an hour without waiting. Some kind of idiocy",0.043543249,ru,True,True,False,True,False,False,False
336,336,336,I wonder why this bank is called like this? A very slow service. Disappointed,1/1/2018,I wonder why this bank is called like this? A very slow service. Disappointed,0.043946952,en,True,False,False,True,False,True,False
337,337,337,"The employee sat for 27 minutes, did nothing. A lot of people gathered. There was no reaction. Very disrespectful and dismissive attitude",1/1/2019,"The employee sat for 27 minutes, did nothing. A lot of people gathered. There was no reaction. Very disrespectful and dismissive attitude",0.044484645,en,False,False,True,False,True,False,False
338,338,338,"Başda HR olmaqla çox qeyri-peşəkar kollektiviniz var. Özünüzü reklam etməkdən ve işçilərinizi dəyişməkdən vaxt tapsanız hansi ki, sizin üçün işçi çıxartmaq, yerinə yenisini gətirmək bir əyləncəyə çevrilib artıq, xidmətinizin keyfiyyeti ilə də maraqlanın.",1/1/2019,"You have a very unprofessional team, especially HR. If you find time to advertise yourself and change your employees, it has become fun to fire employees and replace them with new ones, and be interested in the quality of your service.",0.0445306,az,False,False,True,False,True,False,True
339,339,339,"196-ya zəng etmək üçün 5 AZN əlavə balans yükləmək lazımdır. Ən tez 3 dəqiqə içində 1,2,5,7 seçdikdən sonra operatorla birləşdirir 5 dəq gözlətdikdən sonra avtomatik zəngi bitirirlər. 1-2 dəfə olsa dəyərəm ola bilərdə. Artıq dəfələrlə təkrarlanır və düşmək mümkün deyil.",1/1/2020,"To call call-center, you need to top up with an additional balance of 5 AZN to your mobile operator. After selecting 1,2,5,7 within 3 minutes, they put you through with the operator and after waiting for 5 minutes, they automatically end the call. It might be worth it if it happens once or twice. It has been repeated many times and it is unreachable by phone.",0.045559317,az,True,True,False,True,True,True,False
340,340,340,Fəaliyyətiniz bərbad vəziyyətdədir,1/1/2022,Your activity is in a bad state,0.045735329,az,False,False,False,False,False,False,False
341,341,341,"xırda bir problemi aylarla həll edə bilmirlər, ancaq yola vermək",1/1/2021,"they can't solve a small problem for months, but let it go",0.046191543,az,False,False,False,False,False,False,False
342,342,342,"Hörmətli bank ümumiyyətlə sizi bir bank kimi Azərbaycandan başqa tanıyan var? 2-ci dəfədirki, başıma gələn hadisəni deyirəm. Mən hal-hazırda İstanbuldayam və sizin bankın kartını burda heç bir bankomat tanımır. Çox biabırçı bir vəziyyətdir. Keçən il Türkiyədə olarkən balansda olan 27₼ 16 tl göstərirdi, mən anlaya bilmədim ki, bizim pulun tl yə konvertasiya də nə qədərdir. Bu gündə bankomata salmışam, bir neçə ayrı-ayrı bankomatlara salmışam. Balans qalsın bir kənara heç kartı tanımır.",1/1/2019,"Dear bank, does anyone know you as a bank other than Azerbaijan? This is the second time I am telling what happened to me. I am currently in Istanbul and no ATM here recognizes your bank's card. It is a very shameful situation. Last year, when I was in Turkey, the balance showed 27₼ 16 TL, I couldn't understand how much our money was converted into TL. Today, I made a deposit at an ATM, I made a deposit at several separate ATMs. It does not recognize any cards, let alone the balance.",0.046528906,az,False,False,True,False,True,True,False
343,343,343,Pul hesaba gec oturur. Ona görə 2 illik bankımı digər banka dəyişdim,1/1/2017,The money is late in the account. That's why I changed my bank for 2 years to another bank,0.047034681,az,False,False,False,False,False,False,False
344,344,344,"Awful service I have ever experienced!!! Every time should wait for hours for your turn in every branch! not professional costumes cares, employees are not know how to take care of the clients, they don't know how to treat the customers—always letting them stay in the street, shutting the doors to the faces. I don't recommend anyone to use the services of this bank. Better to use even Yellow Bank or Bank BTB, at least they have customer care!",1/1/2021,"Awful service I have ever experienced!!! Every time should wait for hours for your turn in every branch! not professional customer cares, employees are not know how to take care of the clients, they don't know how to treat the customers—always letting them stay in the street, shutting the doors to the faces. I don't recommend anyone to use the services of this bank. Better to use another bank, at least they have customer care!",0.047406584,en,False,True,True,True,True,False,False
345,345,345,"4 gündür hüquqi şəxs olaraq kartımı ala bilmirəm. (uzadılma) 3 iş günü ərzində veriləcəyini demişdilər. 3 gün keçib, səs yoxdur. Çağrı mərkəzi mesaj gələcəyini deyir. Nə vaxt gələcək bilinmir. Bundan öncə ofisə yaxınlaşdım, 5-6 gün kartların verilməsi dayandırılıb demişdilər. Banka aid heç bir yerdə bu barədə elan görmədim. Boş-boşuna banka yaxınlaşmalı oldum. Hüquqi şəxslər üçün sayt üzərindən kart sifarişi də yoxdur. 
Kartı alanda da ilk aylar üçün məhdudiyyətlər qoyulmuşdu. Nağdlaşdırma bu qədər olar, bu qədər olmaz və s. kimi. Adam öz pulunu nağdlaşdıranda niyə bankın qadağaları ilə rastlaşmalıdır ki? 
Hesabımdakı pulu nağdlaşdıran kimi başqa banka keçməyi düşünürəm.",1/1/2019,"I have not been able to get my card as a legal entity for 4 days. They said that (extension) will be given within 3 working days. 3 days passed, no sound. The call-center says a message will arrive. It is not known when it will come. Before that, I approached the office, they said that the issuing of cards has been stopped for 5-6 days. I did not see any announcement about this anywhere related to the bank. I had to approach the bank in vain. There is no card order on the site for legal entities.
Limits were set for the first months when you bought the card. Cashing is this much, not this much, etc. whom. Why should a person face bans from the bank when he cashes out his money?
I am thinking of switching to another bank as soon as I cash out my account.",0.04760167,az,True,False,False,False,False,True,False
346,346,346,"Berbad bank, berbad xidmət. Camaata kart paylamaqla deyil. onun xidmətini də göstərmək lazımdır. problem həll etme bacarığı bərbad. məsləhət görmürəm",1/1/2022,"Bad bank, bad service. Not by handing out cards to the public. it is also necessary to provide his service. poor problem solving skills. I don't recommend it",0.047772557,az,False,False,False,False,False,False,False
347,347,347,"It's just awful. You come to the bank, everyone turns away, all the ministers gathered",1/1/2023,"It's just awful. You come to the bank, everyone turns away, all the ministers gathered",0.047859162,en,False,False,False,False,False,False,False
348,348,348,Yəni sözüm odur ki indi onların kartını istifadə edə bilərsiz və problem olmaya bilər amma bir müddət sonra probleminiz olacaq. Azərbaycanın 1 nömrəli bankı imiş. Nə işçiləri müştəri ilə danışa bilir nə bir dənə səlahiyyətli şəxs var çıxsın ortalığa məsələni yerində həll etsin,1/1/2021,"I mean, you can use their card now and it may not be a problem, but after a while you will have a problem. It is supposedly the number 1 bank of Azerbaijan. Neither the employees can talk to the customer, nor is there a single authorized person to come out and solve the problem on the spot",0.048042178,az,True,False,True,False,True,False,False
349,349,349,"Ən yavaş xidmət sürəti məhz bu bankdadır. İşçilər sanki slow motion-da işləyirlər. Eyni zamanda vəzifə bölgüsü doğru deyil. Bəzi işçilər işsiz, bəziləri isə dəyanmadan işləyirlər. doğru bölgü xidmətin sürətinə də müsbət təsir edər.",1/1/2022,"This bank has the slowest service speed. Employees seem to be working in slow motion. At the same time, the division of duties is not correct. Some workers are doing nothing and some are working non-stop. correct distribution will also have a positive effect on the speed of service.",0.048288763,az,False,False,True,True,True,False,False
350,350,350,The boss is not very good they have zero service,1/1/2021,The boss is not very good they have zero service,0.048496783,en,False,False,False,False,False,False,False
351,351,351,"Пол часа стоял в очереди, очень медленное обслуживание в обмене валют, и спустя пол часа узнал что рубли оказываются они не меняют, почему этого нигде не написано и люди вынуждены стоять в очереди чтобы это узнать???",1/1/2018,"I waited in line for half an hour, very slow service at the currency exchange, and after half an hour I found out that they don’t change rubles, why is this not written anywhere and people are forced to queue to find out ???",0.049873531,ru,True,True,False,True,False,False,False
352,352,352,The number doesn't even work.,1/1/2019,The phone number doesn't even work.,0.050140947,en,True,False,False,False,False,False,False
353,353,353,Öz hesablarım arasında köçürməyə 2 manat 20 qəpik tutan acgöz bankı niyə tövsiyyə edim ki?,1/1/2022,Why should I recommend a greedy bank that charges 2 manats and 20 coins to transfer between my accounts?,0.051869452,az,False,False,False,False,False,True,False
354,354,354,"Deməli belə, bank daxili qərarlar qəbul olunur amma müştərilərə bildirmirlər. Online dollar aldım, nağdsız nağd kursu ilə hesablandı. Banka bildirdim deyir ayın 12-dən belə qərar vermişik. Adamlara izah edənmədim ki, saytda yazılana uyğun etmişəm. Hətta kassirləri mənə MB kursunu demişdi. Görünür, hər əməliyyatdan öncə banka zəng edib soruşmaq və səslərini yazmaq lazımdır.",1/1/2018,"Therefore, internal bank decisions are made, but they dont inform to customers. I bought dollars online, it was calculated at the cashless exchange rate. I informed the bank and they said that we have made such a decision since the 12th of the month. I did not explain to people that I did it according to what was written on the website. Even the cashier told me the MB course. It seems that before each operation, you need to call the bank and ask and record their voice.",0.052061081,az,True,False,True,True,True,False,False
355,355,355,Bərbad!,1/1/2018,Ruined!,0.052146047,az,False,False,False,False,False,False,False
356,356,356,Bərbad.,1/1/2021,Ruined.,0.052146047,az,False,False,False,False,False,False,False
357,357,357,Berbad,1/1/2018,Bad,0.052146047,az,False,False,False,False,False,False,False
358,358,358,Çox pis.,1/1/2018,Very bad.,0.052146047,az,False,False,False,False,False,False,False
359,359,359,"Çox məsuliyyətsiz, çox hörmətsiz, hətta əsassız oğurluq edən bankdır! Bəli, bəli, oğurluq!
Müştəri ilə münasibəti bilmirlər. 
Müraciətlərə cavab verməmək üçün əllərindən gələni edirlər. İndi burda bunu yazdığım üçün girib rəy yazacaqlar ki, ""Buyurun, müraciətiniz nə ilə bağlıdır? Necə kömək edə bilərik"" və s. Guya ki, müştəri məmnuniyyəti bərpa etmək istəyirlər. 
İnşaAllah ətrafımdakı hamını da məcbur edəcəm ki, sizin kartdan əmək haqqı alanlar o pulu yalnız bankomatdan çıxartsınlar, başqa kart hesabı açıb bütün əməliyyatları başqa bankın kartından istifadə etsinlər.",1/1/2016,"It is a very irresponsible, very disrespectful, even baseless stealing bank! Yes, yes, theft!
They do not know the relationship with the customer.
They do their best not to respond to appeals. Now that I'm writing this here, they're going to come in and write a review saying, ""Come on, what's your application about? How can we help"" and so on. Supposedly they want to restore customer satisfaction.
InshAllah, I will force everyone around me that those who receive salary from your card, withdraw that money only from the ATM, open another card account and use the card of another bank for all transactions.",0.052249789,az,False,False,False,False,False,True,False
360,360,360,"Customer service is absolutely zero! 🤦 
the bank is good at charging only, not solving the urgent concern, definitely!",1/1/2020,"Customer service is absolutely zero! 
the bank is good at charging only, not solving the urgent concern, definitely!",0.052362502,en,False,False,False,False,False,False,False
361,361,361,Xidmətiniz çox aşağı səviyyədədir.,1/1/2017,Your service is very poor.,0.052404284,az,False,False,False,False,False,False,False
362,362,362,Самый не серьезный банк который я знаю,1/1/2021,The worst bank I know,0.053192347,ru,False,False,False,False,False,False,False
363,363,363,"Sizə bir təklifim var. Bankınızın adını dəyişib bazar qoyun. Növbə sisteminizi də ləğv edin, onsuz da istifadə edə bilmirsiniz. Bəzi “işçilərinizin” də sayınl artırın ki, bazara tam layiqli olsunlar.",1/1/2020,"I have a suggestion for you. Change the name of your bank to bazaar. Also cancel your queue system, you can't use it anyway. Increase the number of some of your ""workers"" so that they are fully worthy of the bazaar.",0.053811312,az,True,True,True,True,True,True,False
364,364,364,service is poor,1/1/2017,service is poor,0.054067492,en,False,False,False,False,False,False,False
365,365,365,"If you are also unlucky like me, get a card from this bank. So be vigilant and always check the balance. Keep in mind that the SMS you receive is false and you can easily withdraw the extra amount while indicating the correct amount in the SMS. You won’t even feel it! And if you ask for a printout and see that neither your SMS nor your application (online banking) matches their printout, they will simply shrug their shoulders. And they will calmly react to the fact that, without the knowledge of the owner, they dared to dispose of your money by means of deception! It's hard to wish good luck with this bank",1/1/2022,"If you are also unlucky like me, get a card from this bank. So be vigilant and always check the balance. Keep in mind that the SMS you receive is false and you can easily withdraw the extra amount while indicating the correct amount in the SMS. You won’t even feel it! And if you ask for a printout and see that neither your SMS nor your application (online banking) matches their printout, they will simply shrug their shoulders. And they will calmly react to the fact that, without the knowledge of the owner, they dared to dispose of your money by means of deception! It's hard to wish good luck with this bank",0.054192901,en,True,False,True,True,True,True,False
366,366,366,"Не рекомендую, потому что не помогают своим клиентам решить проблему",1/1/2022,I do not recommend because they do not help their customers solve the problem,0.057063282,ru,False,False,False,False,False,False,False
367,367,367,Müştəri xidməti çox zəifdir,1/1/2021,Customer service is very poor,0.057141423,az,False,False,False,False,False,False,False
368,368,368,Xidmət səviyyəsi çox zəifdir.,1/1/2019,Service level is very poor.,0.057141423,az,False,False,False,False,False,False,False
